title,url,date_text,summary,date
Why the United Auto Workers want big raises,https://www.nbcnews.com/business/business-news/uaw-strike-pay-benefits-raises-big-three-automakers-rcna103716,"Sep 13, 2023","Days ahead of a potential strike, the United Auto Workers’ standoff with the “Big Three” U.S. automakers—GM, Ford and Stellantis—revolves heavily around pay.",2023-09-13
"Taiwan slams Elon Musk, says it’s ‘not for sale’ or part of China",https://www.nbcnews.com/news/world/taiwan-slams-elon-musk-says-not-sale-part-china-rcna105006,"Sep 14, 2023","Taiwan is “not for sale,” and neither is it part of China, said Taiwan’s Ministry of Foreign Affairs, in a rebuke to Elon Musk who called the island “an integral part of China.”",2023-09-14
Why Detroit's Big Three are fighting to dominate the next generation of the car industry,https://www.nbcnews.com/business/economy/uaw-strike-how-ford-gm-fighting-to-dominate-changing-car-industry-rcna105100,"Sep 14, 2023","Many of the core issues in the labor dispute between the United Auto Workers and the Big Three U.S. automakers are familiar: salary increases, sick days and pay grades.",2023-09-14
Three senators ask DOD if Musk undermined Ukraine by limiting Starlink access,https://www.nbcnews.com/politics/national-security/warren-shaheen-duckworth-pentagon-musk-ukraine-starlink-russia-war-rcna105151,"Sep 15, 2023","Sens. Shaheen, Warren and Duckworth are asking the U.S. military if Elon Musk limited Ukraine’s access to Starlink at a crucial point in the war with Russia.",2023-09-15
Striking autoworkers want to end a system that pays different wages for the same job,https://www.nbcnews.com/business/business-news/uaw-strike-tiered-pay-big-three-automakers-wages-rcna104851,"Sep 16, 2023","Striking auto workers want to be paid more equally, setting their sights on a staggered wage system that they say is unfair.",2023-09-16
UAW strike: Sen. Fetterman to walk picket line in Michigan as UAW strike enters second day,https://www.nbcnews.com/news/live-blog/live-updates-uaw-strike-sen-fetterman-walk-picket-line-michigan-uaw-st-rcna105401,"Sep 16, 2023","UAW President Shawn Fain says union leaders and the Big Three automakers will resume contract negotiations Saturday, more than 24 hours after the strike began.",2023-09-16
"Elon Musk says Twitter, now X, is moving to small monthly subscription",https://www.nbcnews.com/tech/tech-news/elon-musk-says-x-moving-small-monthly-subscription-rcna105720,"Sep 18, 2023","Elon Musk discussed his plans for Twitter, now called X, on Monday during a livestreamed conversation with Israeli Prime Minister Benjamin Netanyahu.",2023-09-18
"EEOC sues Tesla, alleges racist harassment of Black workers, retaliation against those who spoke out",https://www.nbcnews.com/tech/tech-news/eeoc-sues-tesla-alleges-racist-harassment-black-workers-rcna117954,"Sep 28, 2023","The EEOC has sued Tesla, accusing Elon Musk’s electric car maker of violating “federal law by tolerating widespread and ongoing racial harassment of its Black employees and by subjecting some of these workers to retaliation for opposing the harassment.”",2023-09-28
EEOC sues Tesla over alleged racial harassment of Black workers,https://www.nbcnews.com/now/video/eeoc-sues-tesla-over-alleged-racial-harassment-of-black-workers-194020933958,"Sep 28, 2023",,2023-09-28
Elon Musk wades into U.S. immigration debate at Texas-Mexico border,https://www.nbcnews.com/news/us-news/elon-musk-wades-us-immigration-debate-texas-mexico-border-rcna118030,"Sep 29, 2023","Billionaire Elon Musk waded into the U.S. immigration debate on Thursday, paying a visit to the Texas border with Mexico to meet with local politicians and law enforcement and obtain what he called an “unfiltered” view of the situation.",2023-09-29
What was Elon Musk’s strategy for Twitter? A fired Trump White House staffer offers a tantalizing clue,https://www.nbcnews.com/tech/was-elon-musks-strategy-twitter-rcna118490,"Oct 02, 2023","A year after Elon Musk acquired Twitter, a game plan published by a fired Trump White House staffer provides a clue about his strategy for the social media platform.",2023-10-02
Chinese self-driving car testing in California stirs controversy,https://www.nbcnews.com/tech/tech-news/chinese-self-driving-car-testing-china-california-pony-ai-waymo-cruise-rcna102787,"Oct 03, 2023",Self-driving china,2023-10-03
Nonunion autoworkers are watching the UAW — and deciding whether they want in,https://www.nbcnews.com/business/business-news/nonunion-autoworkers-uaw-strike-labor-unions-rcna105600,"Oct 03, 2023","It isn’t just UAW members who are watching the expanding strikes at GM, Ford and Stellantis plants. Nonunion autoworkers at rival companies are paying attention, too.",2023-10-03
SEC sues to force Elon Musk to testify in Twitter probe,https://www.nbcnews.com/tech/tech-news/sec-sues-force-elon-musk-testify-twitter-probe-rcna119108,"Oct 05, 2023",The U.S. Securities and Exchange Commission sued Elon Musk on Thursday in an effort to compel the billionaire to testify over his purchase of Twitter last year.,2023-10-05
"In rare move, Ford executive chair calls on UAW to make a deal and end 'acrimonious' talks",https://www.nbcnews.com/business/business-news/ford-executive-chair-calls-uaw-make-deal-end-acrimonious-talks-rcna120781,"Oct 17, 2023",Ford Motor Executive Chair Bill Ford on Monday warned that an ongoing strike by the United Auto Workers threatens the future livelihood of the company as well as the American automotive industry.,2023-10-17
UAW strike expands again as union says it shut down Ram truck plant,https://www.nbcnews.com/business/business-news/uaw-autoworker-strike-expands-ram-truck-plant-shut-down-rcna121389,"Oct 23, 2023","The United Auto Workers union says it expanded its strike again Monday, as 6,800 people stopped working at a plant that makes Ram 1500 trucks.",2023-10-23
Gavin Newsom meets with Xi Jinping on China climate trip,https://www.nbcnews.com/news/world/china-xi-jinping-california-govenor-gavin-newsom-climate-change-rcna121841,"Oct 25, 2023",California Gov. Gavin Newsom met with Chinese President Xi Jinping in Beijing on Wednesday during a trip promoting climate cooperation with China.,2023-10-25
Delegates of 28 nations agree to work together on AI risks,https://www.nbcnews.com/tech/tech-news/uk-summit-aims-tackle-thorny-issues-cutting-edge-ai-risks-rcna123132,"Nov 01, 2023","BLETCHLEY PARK, England — Delegates from 28 nations, including the U.S. and China, agreed Wednesday to work together to contain the potentially “catastrophic” risks posed by galloping advances in artificial intelligence.",2023-11-01
Meta CEO Mark Zuckerberg tore his ACL while training for a competitive MMA fight,https://www.nbcnews.com/news/us-news/meta-ceo-mark-zuckerberg-tore-acl-training-competitive-mma-fight-rcna123673,"Nov 04, 2023","Meta CEO Mark Zuckerberg just had surgery as a result of an injury to his ACL that occurred during mixed-martial arts training, according to CNBC.",2023-11-04
"Elon Musk debuts 'Grok,' an AI bot to rival ChatGPT and others",https://www.nbcnews.com/tech/tech-news/elon-musk-debuts-grok-ai-bot-rival-chatgpt-others-rcna123751,"Nov 05, 2023","Meet Grok, the first technology out of Elon Musk’s new AI company, xAI.",2023-11-05
GM’s Cruise recalls 950 robotaxis after pedestrian collision,https://www.nbcnews.com/tech/tech-news/gms-cruise-recalls-950-robotaxis-pedestrian-collision-rcna124195,"Nov 08, 2023","Cruise, the autonomous vehicle venture owned by General Motors, has issued a recall effecting 950 of its robotaxis following a pedestrian collision in San Francisco last month.",2023-11-08
"Elon Musk movie in the works at A24, with Darren Aronofsky slated to direct",https://www.nbcnews.com/pop-culture/pop-culture-news/elon-musk-movie-works-a24-darren-aronofsky-slated-direct-rcna124628,"Nov 10, 2023","A24 is developing a biopic about tech mogul Elon Musk set to be directed by Oscar-nominated filmmaker Darren Aronofsky, according to a source.",2023-11-10
Whoever ends up portraying Elon Musk in biopic could be bound for Oscar glory,https://www.nbcnews.com/pop-culture/movies/whoever-ends-portraying-elon-musk-biopic-bound-oscar-glory-rcna124829,"Nov 12, 2023",Maybe the hottest question in Hollywood right now is: Who will play Elon Musk?,2023-11-12
"Pandas may return to California, China’s Xi says",https://www.nbcnews.com/news/world/xi-jinping-china-pandas-california-biden-summit-rcna125471,"Nov 16, 2023","Pandas might soon be returning to California, Chinese President Xi Jinping suggested Wednesday at a dinner attended by hundreds of U.S. business leaders.",2023-11-16
"Disney, Apple among major companies to pull business from X after Elon Musk's antisemitic post",https://www.nbcnews.com/tech/tech-news/antisemites-are-saying-elon-musk-side-latest-tweets-jews-rcna125617,"Nov 16, 2023","SAN FRANCISCO — Tech billionaire Elon Musk faced a third day of backlash Friday from Jewish leaders, the White House and media advertisers including Disney and Apple after he embraced an antisemitic conspiracy theory earlier in the week, the latest in a pattern of his echoing anti-Jewish bigotry going back years.",2023-11-16
"OpenAI says Sam Altman exiting as CEO, was 'not consistently candid' with board",https://www.nbcnews.com/tech/tech-news/openai-says-sam-altman-exiting-ceo-was-not-consistently-candid-board-rcna125776,"Nov 17, 2023",OpenAI’s board of directors said Friday that Sam Altman will step down as CEO and will be replaced on an interim basis by technology chief Mira Murati.,2023-11-17
DeSantis refuses to address Elon Musk’s antisemitic post: 'I’ve never seen him indulge in any of that',https://www.nbcnews.com/politics/2024-election/desantis-refuses-address-elon-musks-antisemitic-post-ve-never-seen-ind-rcna125893,"Nov 19, 2023",Florida Gov. Ron DeSantis on Sunday refused to condemn a post that Elon Musk made on X endorsing an antisemitic tweet that alluded to a white supremacist conspiracy theory.,2023-11-19
"OpenAI shakeup has rocked Silicon Valley, leaving some techies concerned about future of AI",https://www.nbcnews.com/tech/tech-news/openai-shakeup-rocked-silicon-valley-leaving-techies-concerned-future-rcna125922,"Nov 19, 2023",A wide swath of Silicon Valley has hitched its hopes and fortunes over the past few years to the kind of generative artificial intelligence technologies that OpenAI helped popularize.,2023-11-19
"UAW members officially ratify new contract with Detroit's Big Three, union says",https://www.nbcnews.com/business/business-news/uaw-officially-ratifies-new-contract-ford-gm-stellantis-rcna125708,"Nov 20, 2023",The United Auto Workers announced Monday that employees at each of the Big Three U.S. automakers officially ratified new contracts.,2023-11-20
Cruise CEO Kyle Vogt resigns from GM-owned robotaxi unit,https://www.nbcnews.com/business/business-news/cruise-ceo-kyle-vogt-resigns-gm-owned-robotaxi-unit-rcna125980,"Nov 20, 2023","Cruise CEO and co-founder Kyle Vogt has resigned from his role at the autonomous vehicle venture owned by General Motors, according to a company statement sent to CNBC on Sunday.",2023-11-20
What’s Merriam-Webster’s word of the year for 2023? Hint: Be true to yourself,https://www.nbcnews.com/news/us-news/s-merriam-websters-word-year-2023-hint-true-rcna126791,"Nov 27, 2023","In an age of deepfakes and post-truth, as artificial intelligence rose and Elon Musk turned Twitter into X, the Merriam-Webster word of the year for 2023 is “authentic.”",2023-11-27
Elon Musk visits Israel to meet top leaders as accusations of antisemitism on X grow,https://www.nbcnews.com/tech/social-media/elon-musk-visits-israel-meet-top-leaders-accusations-antisemitism-x-gr-rcna126874,"Nov 27, 2023","Elon Musk, who’s been under fire for endorsing an antisemitic conspiracy theory and wider accusations of hatred flourishing on his social media platform X, visited Israel, where he toured a kibbutz attacked by Hamas militants and held talks with top leaders.",2023-11-27
"Thousands of autoworkers at Toyota, Honda and others move to unionize after UAW victory over the Big Three",https://www.nbcnews.com/business/business-news/thousands-autoworkers-toyota-honda-union-effort-uaw-rcna127264,"Nov 29, 2023",The United Auto Workers union said Wednesday it is trying to unionize employees at 13 companies that build cars in the U.S.,2023-11-29
"Elon Musk claims advertisers are trying to ‘blackmail’ him, says ‘Go f--- yourself’",https://www.nbcnews.com/tech/tech-news/elon-musk-advertisers-are-trying-blackmail-go-f-rcna127290,"Nov 29, 2023","Speaking at the 2023 DealBook Summit in New York on Wednesday, Elon Musk, the owner of social media site X (formerly Twitter), scoffed at advertisers leaving the platform because of antisemitic posts he amplified there.",2023-11-29
Elon Musk hypes Tesla Cybertruck at deliveries event in Austin,https://www.nbcnews.com/tech/tech-news/elon-musk-hypes-tesla-cybertruck-deliveries-event-austin-rcna127513,"Nov 30, 2023","Tesla CEO Elon Musk took the stage to reveal details about the company’s new and unconventional Cybertruck pickup on Thursday in Austin, Texas, one day after he appeared in a bizarre interview at the DealBook Summit in New York.",2023-11-30
Tesla begins deliveries of its Cybertruck years after viral glass test,https://www.nbcnews.com/video/tesla-begins-deliveries-of-its-cybertruck-years-after-viral-glass-test-199116869935,"Nov 30, 2023",,2023-11-30
"Man plotted 'mass casualty' attack at Cybertruck event attended by Elon Musk in Texas, officials say",https://www.nbcnews.com/news/us-news/man-plotted-mass-casualty-attack-cybertruck-event-attended-elon-musk-t-rcna127584,"Dec 01, 2023","A Florida man was arrested this week after allegedly planning to commit a ""mass casualty event"" at Tesla headquarters in Texas during a Cybertruck promotion attended by Elon Musk, prosecutors said.",2023-12-01
Ex-employee charged with stealing $22M from Jacksonville Jaguars for luxury shopping spree,https://www.nbcnews.com/business/business-news/former-jacksonville-jaguars-employee-charged-stealing-22-million-team-rcna128529,"Dec 07, 2023","Prosecutors have charged a former employee of the NFL's Jacksonville Jaguars with stealing $22 million from the team and spending it on a condo, cars, cryptocurrencies, gambling, a $95,000 watch and more.",2023-12-07
Elon Musk company properties in Texas valued at $2.5 billion,https://www.nbcnews.com/tech/tech-news/elon-musk-property-texas-value-wealth-billion-worth-house-rcna124269,"Dec 08, 2023",The appraised value of properties in Texas owned by Elon Musk's companies has climbed in recent years to at least $2.5 billion.,2023-12-08
Elon Musk asks Supreme Court to undo ‘Twitter sitter’ agreement with SEC,https://www.nbcnews.com/tech/tech-news/elon-musk-asks-supreme-court-undo-twitter-sitter-agreement-sec-rcna128705,"Dec 08, 2023","Tesla CEO Elon Musk is asking the U.S. Supreme Court to undo a settlement agreement that he and the automaker struck with the Securities and Exchange Commission requiring a company lawyer, or a “Twitter sitter,” to review and approve his Tesla-related tweets.",2023-12-08
Elon Musk restores X account of conspiracy theorist Alex Jones,https://www.nbcnews.com/news/us-news/elon-musk-restores-x-account-conspiracy-theorist-alex-jones-rcna128918,"Dec 10, 2023","Elon Musk has restored the X account of conspiracy theorist Alex Jones, pointing to a poll on the social media platform formerly known as Twitter that came out in favor of the Infowars host who repeatedly called the 2012 Sandy Hook school shooting a hoax.",2023-12-10
"Traffic from Elon Musk’s Starlink satellites tripled this year, says new report",https://www.nbcnews.com/tech/innovation/elon-musk-starlink-satellite-traffic-brazil-us-ukraine-gaza-rcna129100,"Dec 12, 2023","U.S. traffic from Starlink grew by more than 150% this year compared with 2022, Cloudflare said in the end-of-year report.",2023-12-12
Nightly News Full Broadcast (December 13th),https://www.nbcnews.com/nightly-news-netcast/video/nightly-news-full-broadcast-december-13th-200178245555,"Dec 13, 2023",,2023-12-13
Tesla issues massive recall involving autopilot feature,https://www.nbcnews.com/nightly-news/video/tesla-issues-massive-recall-involving-autopilot-feature-200173637928,"Dec 13, 2023",,2023-12-13
Tesla issues massive recall of more than 2 million vehicles over autopilot safety concerns,https://www.nbcnews.com/news/us-news/tesla-issues-massive-recall-2-million-vehicles-autopilot-safety-concer-rcna129486,"Dec 13, 2023","Tesla is recalling more than 2 million of its vehicles, nearly all its cars on the road in the U.S., after an investigation found its autopilot safety system was “not sufficient to prevent driver misuse.”",2023-12-13
"Pedestrians, already dying at record levels, now face Elon Musk’s Cybertruck",https://www.nbcnews.com/tech/tech-news/pedestrians-already-dying-record-levels-now-face-elon-musks-cybertruck-rcna128603,"Dec 13, 2023","As vehicles get bigger and heavier, they also get deadlier.",2023-12-13
"Tesla recalls 120,000 vehicles over potentially faulty doors that could open in a crash",https://www.nbcnews.com/business/business-news/tesla-recall-2023-vehicles-model-luxury-sedan-suv-rcna130950,"Dec 22, 2023",Tesla is recalling Tesla Model S luxury sedans and Model X SUVs manufactured in 2022 and 2023 due to the vehicles’ failure to comply with U.S. government regulations.,2023-12-22
5 twists that could upend Democrats' best-laid plans for the 2024 election,https://www.nbcnews.com/politics/2024-election/5-twists-upend-democrats-2024-election-plans-rcna129935,"Dec 29, 2023",There are five unpredictable dynamics that could spoil Democrats' plans for Joe Biden to defeat Donald Trump in the 2024 presidential election.,2023-12-29
"SpaceX illegally fired workers critical of Elon Musk, U.S. labor agency says",https://www.nbcnews.com/tech/tech-news/spacex-illegally-fired-workers-critical-elon-musk-us-labor-agency-says-rcna132250,"Jan 04, 2024",Rocket and satellite maker SpaceX on Wednesday was accused by a U.S. labor agency of unlawfully firing eight employees for circulating a letter calling founder and CEO Elon Musk a “distraction and embarrassment.”,2024-01-04
"Tesla recalls over 1.6 million vehicles in China to fix automatic steering, door latch glitches",https://www.nbcnews.com/news/world/tesla-recalls-16-million-vehicles-china-fix-automatic-steering-door-la-rcna132447,"Jan 05, 2024","BEIJING — Tesla is recalling more than 1.6 million Model S, X, 3 and Y electric vehicles exported to China for problems with their automatic assisted steering and door latch controls.",2024-01-05
"Once laughed off by Musk, China's BYD has taken Tesla’s EV crown",https://www.nbcnews.com/tech/tech-news/laughed-musk-chinas-byd-taken-teslas-ev-crown-rcna132444,"Jan 05, 2024","BYD dethroned Tesla in the fourth quarter as the top EV maker, selling more battery-powered vehicles than its U.S. rival.",2024-01-05
Elon Musk criticized by civil rights groups for posts calling DEI initiatives unsafe,https://www.nbcnews.com/tech/internet/elon-musk-boeing-dei-diversity-x-posts-pilots-rcna133351,"Jan 10, 2024",Elon Musk drew a swift rebuke from the NAACP after he criticized diversity and DEI efforts by United Airlines and Boeing.,2024-01-10
"As EV sales growth slows, some drivers could buy one for as little as $10,000 this year",https://www.nbcnews.com/business/autos/buy-ev-2024-electric-car-sales-slow-rcna132944,"Jan 14, 2024","Cooling demand for electric vehicles is bringing down prices, but tighter battery requirements leave fewer cars eligible for federal tax credits.",2024-01-14
EV drivers wrestle with cold weather sapping their battery range,https://www.nbcnews.com/business/autos/ev-battery-range-cold-weather-charging-rcna134355,"Jan 18, 2024","Electric vehicles' batteries don’t work as efficiently in the cold, and regulating cabin temperature can gobble up a lot of power, depending on a model's HVAC.",2024-01-18
"Elon Musk, rebuked by the White House for pushing antisemitic rhetoric, expected to visit Auschwitz",https://www.nbcnews.com/news/world/elon-musk-ceo-x-visit-poland-antisemitism-uproar-rcna134759,"Jan 19, 2024",Elon Musk was blasted for endorsing a false anti-Jewis claim posted on his social media site X. Next week he will take part in a panel on online antisemitism and reportedly toured the Nazi death camp Auschwitz.,2024-01-19
"Elon Musk says he's 'Jewish by association' after Auschwitz visit, sees 'almost no antisemitism'",https://www.nbcnews.com/news/us-news/elon-musk-says-jewish-association-auschwitz-visit-sees-almost-no-antis-rcna135271,"Jan 23, 2024","Elon Musk said he is ""Jewish by association"" during a conversation with conservative commentator Ben Shapiro after a visit to the former Nazi concentration camp in Auschwitz, Poland.",2024-01-23
Waymo planning expansion of autonomous taxis to L.A.,https://www.nbcnews.com/tech/innovation/waymo-la-california-sf-los-angeles-rcna135335,"Jan 23, 2024","In a filing, Waymo said that it planned to expand its self-driving operations to Los Angeles.",2024-01-23
"The economy is doing better than expected. Your 401(k) probably is, too.",https://www.nbcnews.com/business/economy/economy-better-expected-401k-probably-rcna135302,"Jan 25, 2024","Nearly everyone thought a recession was likely to hit last year. Instead, 2023 saw better-than-expected economic growth and falling inflation — cheering Wall Street and retirement savers alike.",2024-01-25
"Tesla recalls 200,000 vehicles over backup camera glitch",https://www.nbcnews.com/business/autos/tesla-recalls-200000-vehicles-backup-camera-glitch-which-models-years-rcna135839,"Jan 26, 2024","Tesla is recalling approximately 200,000 vehicles over a software glitch that can prevent rearview cameras from displaying properly.",2024-01-26
Elon Musk says his startup Neuralink has implanted a device in its first human,https://www.nbcnews.com/tech/tech-news/elon-musk-says-startup-neuralink-implanted-device-first-human-rcna136285,"Jan 29, 2024","Tech billionaire Elon Musk said Monday that his brain-science startup company, Neuralink, had implanted a device in a human for the first time, a possible step toward a product that he said would allow people to control almost any external device “just by thinking.”",2024-01-29
Judge voids Elon Musk's $56 billion Tesla pay package,https://www.nbcnews.com/now/video/judge-voids-elon-musk-s-56-billion-tesla-pay-package-203266629845,"Jan 30, 2024",,2024-01-30
Judge throws out Elon Musk's $56 billion Tesla pay package,https://www.nbcnews.com/business/business-news/judge-throws-elon-musks-56-billion-tesla-pay-package-rcna136468,"Jan 30, 2024","A Delaware judge on Tuesday voided the $56 billion pay package of Tesla CEO Elon Musk, ruling that the company’s board of directors failed to prove “that the compensation plan was fair.”",2024-01-30
